url,http_status,markdown_file,combined,coverage,output_path
http://www.annavinpadaippugal.info/kadithangal/adakkumurai_kural_2.htm,200,kadithangal/adakkumurai_kural.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/adakkumurai_kural.md
http://www.annavinpadaippugal.info/kadithangal/adithalum_anaithalum.htm,200,kadithangal/adithalum_anaithalum.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/adithalum_anaithalum.md
http://www.annavinpadaippugal.info/kadithangal/aezhai_soll_1.htm,200,kadithangal/aezhai_soll.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/aezhai_soll.md
http://www.annavinpadaippugal.info/kadithangal/aezhai_soll_2.htm,200,kadithangal/aezhai_soll.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/aezhai_soll.md
http://www.annavinpadaippugal.info/kadithangal/aezhmayin_ezhilkettu_1.htm,200,kadithangal/aezhmayin_ezhilkettu.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/aezhmayin_ezhilkettu.md
http://www.annavinpadaippugal.info/kadithangal/aezhmayin_ezhilkettu_2.htm,200,kadithangal/aezhmayin_ezhilkettu.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/aezhmayin_ezhilkettu.md
http://www.annavinpadaippugal.info/kadithangal/aezhmayin_ezhilkettu_3.htm,200,kadithangal/aezhmayin_ezhilkettu.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/aezhmayin_ezhilkettu.md
http://www.annavinpadaippugal.info/kadithangal/agalikayum_achariyarum.htm,200,kadithangal/agalikayum_achariyarum.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/agalikayum_achariyarum.md
http://www.annavinpadaippugal.info/kadithangal/agamum_puramum_1.htm,200,kadithangal/agamum_puramum.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/agamum_puramum.md
http://www.annavinpadaippugal.info/kadithangal/agamum_puramum_2.htm,200,kadithangal/agamum_puramum.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/agamum_puramum.md
http://www.annavinpadaippugal.info/kadithangal/ainthukaal_pasu_1.htm,200,kadithangal/ainthukaal_pasu.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/ainthukaal_pasu.md
http://www.annavinpadaippugal.info/kadithangal/ainthukaal_pasu_2.htm,200,kadithangal/ainthukaal_pasu.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/ainthukaal_pasu.md
http://www.annavinpadaippugal.info/kadithangal/alavukol_ethu.htm,200,kadithangal/alavukol_ethu.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/alavukol_ethu.md
http://www.annavinpadaippugal.info/kadithangal/ambum_aeniyum_1.htm,200,kadithangal/ambum_aeniyum.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/ambum_aeniyum.md
http://www.annavinpadaippugal.info/kadithangal/ambum_aeniyum_2.htm,200,kadithangal/ambum_aeniyum.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/ambum_aeniyum.md
http://www.annavinpadaippugal.info/kadithangal/anbil_azhaikirar_1.htm,200,kadithangal/anbil_azhaikirar.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/anbil_azhaikirar.md
http://www.annavinpadaippugal.info/kadithangal/anbil_azhaikirar_2.htm,200,kadithangal/anbil_azhaikirar.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/anbil_azhaikirar.md
http://www.annavinpadaippugal.info/kadithangal/angae_bavanam.htm,200,kadithangal/angae_bavanam.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/angae_bavanam.md
http://www.annavinpadaippugal.info/kadithangal/annamendrum_sornamendrum_1.htm,200,kadithangal/annamendrum_sornamendrum_1.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/annamendrum_sornamendrum_1.md
http://www.annavinpadaippugal.info/kadithangal/annamendrum_sornamendrum_2_1.htm,200,kadithangal/annamendrum_sornamendrum_2.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/annamendrum_sornamendrum_2.md
http://www.annavinpadaippugal.info/kadithangal/annamendrum_sornamendrum_2_2.htm,200,kadithangal/annamendrum_sornamendrum_2.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/annamendrum_sornamendrum_2.md
http://www.annavinpadaippugal.info/kadithangal/anubavi_raja_1.htm,200,kadithangal/anubavi_raja.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/anubavi_raja.md
http://www.annavinpadaippugal.info/kadithangal/anubavi_raja_2.htm,200,kadithangal/anubavi_raja.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/anubavi_raja.md
