file,status,direction,reason,tamil_characters,latin_words,source_path,translated_path
Kurunavalgal/kumarikkottam.md,ready,tamil_to_english,Tamil body available,6436,30,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/Kurunavalgal/kumarikkottam.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/Kurunavalgal/kumarikkottam.md
Kurunavalgal/kumasthavin_penn.md,ready,tamil_to_english,Tamil body available,6118,50,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/Kurunavalgal/kumasthavin_penn.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/Kurunavalgal/kumasthavin_penn.md
Kurunavalgal/makkal_karamum_mannar_siramum.md,ready,tamil_to_english,Tamil body available,6307,42,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/Kurunavalgal/makkal_karamum_mannar_siramum.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/Kurunavalgal/makkal_karamum_mannar_siramum.md
Kurunavalgal/makkal_theerpu.md,ready,tamil_to_english,Tamil body available,6407,26,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/Kurunavalgal/makkal_theerpu.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/Kurunavalgal/makkal_theerpu.md
Kurunavalgal/oliyuril_omakundam.md,ready,tamil_to_english,Tamil body available,6527,26,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/Kurunavalgal/oliyuril_omakundam.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/Kurunavalgal/oliyuril_omakundam.md
Kurunavalgal/pavalapaspam.md,ready,tamil_to_english,Tamil body available,6530,23,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/Kurunavalgal/pavalapaspam.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/Kurunavalgal/pavalapaspam.md
Kurunavalgal/pidisambal.md,ready,tamil_to_english,Tamil body available,6363,30,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/Kurunavalgal/pidisambal.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/Kurunavalgal/pidisambal.md
Kurunavalgal/puthiya_polivu.md,ready,tamil_to_english,Tamil body available,6194,42,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/Kurunavalgal/puthiya_polivu.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/Kurunavalgal/puthiya_polivu.md
Kurunavalgal/santhirothayam.md,ready,tamil_to_english,Tamil body available,6490,16,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/Kurunavalgal/santhirothayam.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/Kurunavalgal/santhirothayam.md
Kurunavalgal/singalacheematti.md,ready,tamil_to_english,Tamil body available,6597,16,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/Kurunavalgal/singalacheematti.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/Kurunavalgal/singalacheematti.md
Kurunavalgal/thanjai_veezhchi.md,ready,tamil_to_english,Tamil body available,6330,34,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/Kurunavalgal/thanjai_veezhchi.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/Kurunavalgal/thanjai_veezhchi.md
Kurunavalgal/thazhumbugal.md,ready,tamil_to_english,Tamil body available,6256,30,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/Kurunavalgal/thazhumbugal.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/Kurunavalgal/thazhumbugal.md
Kurunavalgal/thirumalai_kanda_thivyajothi.md,ready,tamil_to_english,Tamil body available,6427,20,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/Kurunavalgal/thirumalai_kanda_thivyajothi.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/Kurunavalgal/thirumalai_kanda_thivyajothi.md
Kurunavalgal/udanpiranthar_iruvar.md,ready,tamil_to_english,Tamil body available,6326,34,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/Kurunavalgal/udanpiranthar_iruvar.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/Kurunavalgal/udanpiranthar_iruvar.md
Kurunavalgal/vandikkaran_magan.md,ready,tamil_to_english,Tamil body available,6318,34,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/Kurunavalgal/vandikkaran_magan.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/Kurunavalgal/vandikkaran_magan.md
contact.md,translated,complete,existing translated output,0,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/contact.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/contact.md
english/annavin_english_katturaigal.md,translated,complete,existing translated output,0,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/english/annavin_english_katturaigal.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/english/annavin_english_katturaigal.md
home.md,translated,complete,existing translated output,0,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/home.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/home.md
kadithangal/1961_kaana_thittama.md,translated,complete,existing translated output,0,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/1961_kaana_thittama.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/1961_kaana_thittama.md
kadithangal/aalayilla_ooril.md,translated,complete,existing translated output,0,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/aalayilla_ooril.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/aalayilla_ooril.md
kadithangal/aalinganamum.md,translated,complete,existing translated output,0,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/aalinganamum.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/aalinganamum.md
kadithangal/aanai_piranthathu_1.md,translated,complete,existing translated output,0,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/aanai_piranthathu_1.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/aanai_piranthathu_1.md
kadithangal/aanal_agavae.md,translated,complete,existing translated output,0,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/aanal_agavae.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/aanal_agavae.md
kadithangal/aariyam_irukum_idam.md,translated,complete,existing translated output,0,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/aariyam_irukum_idam.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/aariyam_irukum_idam.md
kadithangal/aavadiyum_kaavadiyum.md,translated,complete,existing translated output,0,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/aavadiyum_kaavadiyum.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/aavadiyum_kaavadiyum.md
kadithangal/aazhamam_kuzhiyam.md,translated,complete,existing translated output,0,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/aazhamam_kuzhiyam.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/aazhamam_kuzhiyam.md
kadithangal/adakkumurai_kural.md,ready,tamil_to_english,Tamil body available,6663,18,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/adakkumurai_kural.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/adakkumurai_kural.md
kadithangal/adithalum_anaithalum.md,ready,tamil_to_english,Tamil body available,6617,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/adithalum_anaithalum.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/adithalum_anaithalum.md
kadithangal/aezhai_soll.md,ready,tamil_to_english,Tamil body available,6662,18,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/aezhai_soll.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/aezhai_soll.md
kadithangal/aezhmayin_ezhilkettu.md,ready,tamil_to_english,Tamil body available,3777,257,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/aezhmayin_ezhilkettu.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/aezhmayin_ezhilkettu.md
kadithangal/agalikayum_achariyarum.md,ready,tamil_to_english,Tamil body available,6643,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/agalikayum_achariyarum.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/agalikayum_achariyarum.md
kadithangal/agamum_puramum.md,ready,tamil_to_english,Tamil body available,6582,18,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/agamum_puramum.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/agamum_puramum.md
kadithangal/ainthukaal_pasu.md,ready,tamil_to_english,Tamil body available,6692,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/ainthukaal_pasu.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/ainthukaal_pasu.md
kadithangal/alavukol_ethu.md,ready,tamil_to_english,Tamil body available,6896,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/alavukol_ethu.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/alavukol_ethu.md
kadithangal/ambum_aeniyum.md,ready,tamil_to_english,Tamil body available,6707,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/ambum_aeniyum.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/ambum_aeniyum.md
kadithangal/anbil_azhaikirar.md,ready,tamil_to_english,Tamil body available,6629,18,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/anbil_azhaikirar.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/anbil_azhaikirar.md
kadithangal/angae_bavanam.md,ready,tamil_to_english,Tamil body available,6652,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/angae_bavanam.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/angae_bavanam.md
kadithangal/annamendrum_sornamendrum_1.md,ready,tamil_to_english,Tamil body available,6847,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/annamendrum_sornamendrum_1.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/annamendrum_sornamendrum_1.md
kadithangal/annamendrum_sornamendrum_2.md,ready,tamil_to_english,Tamil body available,6575,18,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/annamendrum_sornamendrum_2.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/annamendrum_sornamendrum_2.md
kadithangal/annavin_kadithangal.md,ready,tamil_to_english,Tamil body available,4687,169,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/annavin_kadithangal.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/annavin_kadithangal.md
kadithangal/anubavi_raja.md,ready,tamil_to_english,Tamil body available,6698,18,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/anubavi_raja.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/anubavi_raja.md
kadithangal/appothae_seitha_mudivu.md,ready,tamil_to_english,Tamil body available,6310,20,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/appothae_seitha_mudivu.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/appothae_seitha_mudivu.md
kadithangal/arachalai.md,ready,tamil_to_english,Tamil body available,6552,16,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/arachalai.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/arachalai.md
kadithangal/araikoovuhirar.md,ready,tamil_to_english,Tamil body available,6587,16,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/araikoovuhirar.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/araikoovuhirar.md
kadithangal/arappor_ninaivugal.md,ready,tamil_to_english,Tamil body available,6703,18,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/arappor_ninaivugal.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/arappor_ninaivugal.md
kadithangal/arasiyal_matrum.md,ready,tamil_to_english,Tamil body available,6744,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/arasiyal_matrum.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/arasiyal_matrum.md
kadithangal/arasiyal_vinthaigal.md,ready,tamil_to_english,Tamil body available,6651,18,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/arasiyal_vinthaigal.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/arasiyal_vinthaigal.md
kadithangal/arimaa_noaku.md,ready,tamil_to_english,Tamil body available,6905,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/arimaa_noaku.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/arimaa_noaku.md
kadithangal/aruvadayum_anivaguppum_1.md,ready,tamil_to_english,Tamil body available,6607,18,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/aruvadayum_anivaguppum_1.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/aruvadayum_anivaguppum_1.md
kadithangal/aruvadayum_anivaguppum_2.md,ready,tamil_to_english,Tamil body available,6839,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/aruvadayum_anivaguppum_2.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/aruvadayum_anivaguppum_2.md
kadithangal/aruvadayum_anivaguppum_3.md,ready,tamil_to_english,Tamil body available,6662,18,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/aruvadayum_anivaguppum_3.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/aruvadayum_anivaguppum_3.md
kadithangal/aruvadayum_anivaguppum_4.md,ready,tamil_to_english,Tamil body available,6496,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/aruvadayum_anivaguppum_4.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/aruvadayum_anivaguppum_4.md
kadithangal/atchiyalar_manappokku.md,ready,tamil_to_english,Tamil body available,6771,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/atchiyalar_manappokku.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/atchiyalar_manappokku.md
kadithangal/atom_bohm_aandiyappan.md,ready,tamil_to_english,Tamil body available,6537,20,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/atom_bohm_aandiyappan.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/atom_bohm_aandiyappan.md
kadithangal/atthar_viyabaram.md,ready,tamil_to_english,Tamil body available,6556,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/atthar_viyabaram.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/atthar_viyabaram.md
kadithangal/avar_padum_allal.md,ready,tamil_to_english,Tamil body available,6591,0,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/md_pages/kadithangal/avar_padum_allal.md,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/translated_contents/kadithangal/avar_padum_allal.md
