file,action,reason
katturaigal/aduthakkattam.md,skipped,OCR source requires reviewed corrections
katturaigal/aen_azhamattar.md,skipped,OCR source requires reviewed corrections
katturaigal/aen_intha_acham.md,skipped,OCR source requires reviewed corrections
katturaigal/ahathu_koodathu.md,skipped,OCR source requires reviewed corrections
katturaigal/ahimsavilasam.md,skipped,OCR source requires reviewed corrections
katturaigal/alagarsamy_kudumba.md,skipped,OCR source requires reviewed corrections
katturaigal/alladugirar.md,skipped,OCR source requires reviewed corrections
katturaigal/anbin_pinaippu.md,skipped,OCR source requires reviewed corrections
katturaigal/andho_alagarsamy.md,skipped,OCR source requires reviewed corrections
katturaigal/andrae_kilambiya.md,skipped,OCR source requires reviewed corrections
katturaigal/anna_munnurai.md,skipped,OCR source requires reviewed corrections
katturaigal/annan_tharum.md,skipped,OCR source requires reviewed corrections
katturaigal/annavin_vazhthu.md,skipped,OCR source requires reviewed corrections
katturaigal/antha_annakavadi.md,skipped,OCR source requires reviewed corrections
katturaigal/antha_ganniyam.md,skipped,OCR source requires reviewed corrections
katturaigal/antha_naadagam.md,skipped,OCR source requires reviewed corrections
katturaigal/antha_thunivu.md,skipped,OCR source requires reviewed corrections
katturaigal/anthamaan.md,skipped,OCR source requires reviewed corrections
katturaigal/anthanalukkaga.md,skipped,OCR source requires reviewed corrections
katturaigal/anthiya_kaalam.md,skipped,OCR source requires reviewed corrections
katturaigal/anugundu.md,skipped,OCR source requires reviewed corrections
katturaigal/anuman_kathai.md,skipped,OCR source requires reviewed corrections
katturaigal/anuthabam.md,skipped,OCR source requires reviewed corrections
katturaigal/arapor_kurippu.md,skipped,OCR source requires reviewed corrections
katturaigal/arappoar.md,skipped,OCR source requires reviewed corrections
katturaigal/arappoar_velha.md,skipped,OCR source requires reviewed corrections
katturaigal/arappor_thodangi.md,skipped,OCR source requires reviewed corrections
katturaigal/arisiyiyal.md,skipped,OCR source requires reviewed corrections
katturaigal/arivukovvathathu.md,skipped,OCR source requires reviewed corrections
katturaigal/ariyamayil.md,skipped,OCR source requires reviewed corrections
katturaigal/arputham_paareer.md,skipped,OCR source requires reviewed corrections
katturaigal/arumai_arumai.md,skipped,OCR source requires reviewed corrections
katturaigal/arutperunjothi.md,skipped,OCR source requires reviewed corrections
katturaigal/asath_avaesam.md,skipped,OCR source requires reviewed corrections
katturaigal/ashraf.md,skipped,OCR source requires reviewed corrections
katturaigal/athae_idathil.md,skipped,OCR source requires reviewed corrections
katturaigal/athisaya_nayanar.md,skipped,OCR source requires reviewed corrections
katturaigal/athisayamalla.md,skipped,OCR source requires reviewed corrections
katturaigal/atraithingal.md,skipped,OCR source requires reviewed corrections
katturaigal/august.md,skipped,OCR source requires reviewed corrections
katturaigal/augustil_kidai.md,skipped,OCR source requires reviewed corrections
katturaigal/avamanachinna.md,skipped,OCR source requires reviewed corrections
katturaigal/avan_manithan.md,skipped,OCR source requires reviewed corrections
katturaigal/avanum_manithan.md,skipped,OCR source requires reviewed corrections
katturaigal/avar_kana_virumbiya.md,skipped,OCR source requires reviewed corrections
katturaigal/avarathu_sanj.md,skipped,OCR source requires reviewed corrections
katturaigal/avargal_sindhip.md,skipped,OCR source requires reviewed corrections
katturaigal/avarudaya_araichi.md,skipped,OCR source requires reviewed corrections
katturaigal/avarum_thamizhar.md,skipped,OCR source requires reviewed corrections
katturaigal/avungsan.md,skipped,OCR source requires reviewed corrections
katturaigal/ayvar_vazhakku.md,skipped,OCR source requires reviewed corrections
katturaigal/ayyo_athuvum.md,skipped,OCR source requires reviewed corrections
katturaigal/ayyo_yazh.md,skipped,OCR source requires reviewed corrections
katturaigal/azhagana_silai.md,skipped,OCR source requires reviewed corrections
katturaigal/bajagovindam.md,skipped,OCR source requires reviewed corrections
katturaigal/balae_aal.md,skipped,OCR source requires reviewed corrections
katturaigal/bernatsha.md,skipped,OCR source requires reviewed corrections
katturaigal/bharathan_ezhuthiya.md,skipped,OCR source requires reviewed corrections
katturaigal/bharathan_ezhuthiya2.md,skipped,OCR source requires reviewed corrections
katturaigal/bharathazhvar.md,skipped,OCR source requires reviewed corrections
katturaigal/burma_tharum.md,skipped,OCR source requires reviewed corrections
katturaigal/burmavai_paarungal.md,skipped,OCR source requires reviewed corrections
katturaigal/cdnaayagam.md,skipped,OCR source requires reviewed corrections
katturaigal/chandiran_marai.md,skipped,OCR source requires reviewed corrections
katturaigal/cheche.md,skipped,OCR source requires reviewed corrections
katturaigal/chennayil_bamba.md,skipped,OCR source requires reviewed corrections
katturaigal/chennayil_thozhar.md,skipped,OCR source requires reviewed corrections
katturaigal/corp_alangolam.md,skipped,OCR source requires reviewed corrections
katturaigal/culcutta_kaichal.md,skipped,OCR source requires reviewed corrections
katturaigal/culcutta_rasagulla.md,skipped,OCR source requires reviewed corrections
katturaigal/cyprus.md,skipped,OCR source requires reviewed corrections
katturaigal/dalmiyapuram.md,skipped,OCR source requires reviewed corrections
katturaigal/delhi_kuttu.md,skipped,OCR source requires reviewed corrections
katturaigal/ditto.md,skipped,OCR source requires reviewed corrections
katturaigal/dravidamaniyin.md,skipped,OCR source requires reviewed corrections
katturaigal/ellam_eesan.md,skipped,OCR source requires reviewed corrections
katturaigal/en_nandri.md,skipped,OCR source requires reviewed corrections
katturaigal/en_vaazhthu.md,skipped,OCR source requires reviewed corrections
katturaigal/enathu_vaendugol.md,skipped,OCR source requires reviewed corrections
katturaigal/erode_kaana.md,skipped,OCR source requires reviewed corrections
katturaigal/ethanum_pithanum.md,skipped,OCR source requires reviewed corrections
katturaigal/ethu.md,skipped,OCR source requires reviewed corrections
katturaigal/ezhil_dravidam.md,skipped,OCR source requires reviewed corrections
katturaigal/ezhuthalar_manadu.md,skipped,OCR source requires reviewed corrections
katturaigal/farook.md,skipped,OCR source requires reviewed corrections
katturaigal/ganavaan.md,skipped,OCR source requires reviewed corrections
katturaigal/gangai_karayil.md,skipped,OCR source requires reviewed corrections
katturaigal/governor_ezhutha.md,skipped,OCR source requires reviewed corrections
katturaigal/hindi_aalai.md,skipped,OCR source requires reviewed corrections
katturaigal/hindi_ethirpor.md,skipped,OCR source requires reviewed corrections
katturaigal/hindi_kattaya.md,skipped,OCR source requires reviewed corrections
katturaigal/hindi_nilamai.md,skipped,OCR source requires reviewed corrections
katturaigal/hindi_thinippu.md,skipped,OCR source requires reviewed corrections
katturaigal/home_land.md,skipped,OCR source requires reviewed corrections
katturaigal/idathu_paatham.md,skipped,OCR source requires reviewed corrections
katturaigal/indraya_nirvagam.md,skipped,OCR source requires reviewed corrections
katturaigal/iru_vetrigal.md,skipped,OCR source requires reviewed corrections
katturaigal/irubathumoovar.md,skipped,OCR source requires reviewed corrections
katturaigal/iruthaya_geetham.md,skipped,OCR source requires reviewed corrections
katturaigal/iruttil_prag.md,skipped,OCR source requires reviewed corrections
katturaigal/iyakka_veerarai.md,skipped,OCR source requires reviewed corrections
katturaigal/iyakkam_namathu.md,skipped,OCR source requires reviewed corrections
katturaigal/izhakkamaattom.md,skipped,OCR source requires reviewed corrections
katturaigal/jiniva.md,skipped,OCR source requires reviewed corrections
katturaigal/jomo.md,skipped,OCR source requires reviewed corrections
katturaigal/july.md,skipped,OCR source requires reviewed corrections
katturaigal/july13.md,skipped,OCR source requires reviewed corrections
katturaigal/kadamai_unarchi.md,skipped,OCR source requires reviewed corrections
katturaigal/kaelviyum_bathilum091147.md,skipped,OCR source requires reviewed corrections
katturaigal/kaelviyum_bathilum201147.md,skipped,OCR source requires reviewed corrections
katturaigal/kaeteergala.md,skipped,OCR source requires reviewed corrections
katturaigal/kalaiyum_padukolaiyum.md,skipped,OCR source requires reviewed corrections
katturaigal/kalanjiam_kaana.md,skipped,OCR source requires reviewed corrections
katturaigal/kambar_maanadu.md,skipped,OCR source requires reviewed corrections
katturaigal/kanchiyil_hindi.md,skipped,OCR source requires reviewed corrections
katturaigal/karuthu_alaya.md,skipped,OCR source requires reviewed corrections
katturaigal/kathamba_kesari.md,skipped,OCR source requires reviewed corrections
katturaigal/kaviyarasi.md,skipped,OCR source requires reviewed corrections
katturaigal/kazhaga_nilai.md,skipped,OCR source requires reviewed corrections
katturaigal/kazhaga_pani.md,skipped,OCR source requires reviewed corrections
katturaigal/kazhagakural.md,skipped,OCR source requires reviewed corrections
katturaigal/kazhagamum.md,skipped,OCR source requires reviewed corrections
katturaigal/keezhae_vizhuntha.md,skipped,OCR source requires reviewed corrections
katturaigal/koattaikullae.md,skipped,OCR source requires reviewed corrections
katturaigal/koluppommai.md,skipped,OCR source requires reviewed corrections
katturaigal/koluthuvathu.md,skipped,OCR source requires reviewed corrections
katturaigal/kovai_vaareer.md,skipped,OCR source requires reviewed corrections
katturaigal/kovil_karai.md,skipped,OCR source requires reviewed corrections
katturaigal/kumbakonathil.md,skipped,OCR source requires reviewed corrections
katturaigal/londanile.md,skipped,OCR source requires reviewed corrections
katturaigal/maahana_manavar.md,skipped,OCR source requires reviewed corrections
katturaigal/magizhgirom200355.md,skipped,OCR source requires reviewed corrections
katturaigal/magizhvin_maraivu.md,skipped,OCR source requires reviewed corrections
katturaigal/makkatpanbu.md,skipped,OCR source requires reviewed corrections
katturaigal/malai_naattil.md,skipped,OCR source requires reviewed corrections
katturaigal/manavar_thanthai.md,skipped,OCR source requires reviewed corrections
katturaigal/mandapa_maanadu.md,skipped,OCR source requires reviewed corrections
katturaigal/mangammal.md,skipped,OCR source requires reviewed corrections
katturaigal/mannikkamudiyatha.md,skipped,OCR source requires reviewed corrections
katturaigal/manuvin_aatchiya.md,skipped,OCR source requires reviewed corrections
katturaigal/mapusiponvizha.md,skipped,OCR source requires reviewed corrections
katturaigal/maraintha_marath.md,skipped,OCR source requires reviewed corrections
katturaigal/marainthar.md,skipped,OCR source requires reviewed corrections
katturaigal/marainthayo.md,skipped,OCR source requires reviewed corrections
katturaigal/maraivu.md,skipped,OCR source requires reviewed corrections
katturaigal/marakka_mudiyatha.md,skipped,OCR source requires reviewed corrections
katturaigal/marana_sasanam.md,skipped,OCR source requires reviewed corrections
katturaigal/marappom_manni.md,skipped,OCR source requires reviewed corrections
katturaigal/mathuvilakku_naadag.md,skipped,OCR source requires reviewed corrections
katturaigal/mathuvilakku_satta.md,skipped,OCR source requires reviewed corrections
katturaigal/mayana_kaandam.md,skipped,OCR source requires reviewed corrections
katturaigal/mazhai.md,skipped,OCR source requires reviewed corrections
katturaigal/mazhu_aenthiya.md,skipped,OCR source requires reviewed corrections
katturaigal/meenambur.md,skipped,OCR source requires reviewed corrections
katturaigal/meendum_kama.md,skipped,OCR source requires reviewed corrections
katturaigal/mohana_muhari.md,skipped,OCR source requires reviewed corrections
katturaigal/moksesae.md,skipped,OCR source requires reviewed corrections
katturaigal/moodanambikai.md,skipped,OCR source requires reviewed corrections
katturaigal/moodatheer.md,skipped,OCR source requires reviewed corrections
katturaigal/moodupani.md,skipped,OCR source requires reviewed corrections
katturaigal/moodupani_vilaga.md,skipped,OCR source requires reviewed corrections
katturaigal/mooliyanar.md,skipped,OCR source requires reviewed corrections
katturaigal/moondrarai_kodi.md,skipped,OCR source requires reviewed corrections
katturaigal/moothavar.md,skipped,OCR source requires reviewed corrections
katturaigal/moscovin_puthu.md,skipped,OCR source requires reviewed corrections
katturaigal/mozhipor_veerang.md,skipped,OCR source requires reviewed corrections
katturaigal/mozhiporattam.md,skipped,OCR source requires reviewed corrections
katturaigal/mu_karunanithi.md,skipped,OCR source requires reviewed corrections
katturaigal/mugathilae_kari.md,skipped,OCR source requires reviewed corrections
katturaigal/munnani_padai.md,skipped,OCR source requires reviewed corrections
katturaigal/munshi_marg.md,skipped,OCR source requires reviewed corrections
katturaigal/murasum.md,skipped,OCR source requires reviewed corrections
katturaigal/musadhik.md,skipped,OCR source requires reviewed corrections
katturaigal/muthal_kanik.md,skipped,OCR source requires reviewed corrections
katturaigal/muthal_thaakku.md,skipped,OCR source requires reviewed corrections
katturaigal/muthalamaicharin_murari.md,skipped,OCR source requires reviewed corrections
katturaigal/muthamizhukku.md,skipped,OCR source requires reviewed corrections
katturaigal/mysore_sarkarukku.md,skipped,OCR source requires reviewed corrections
katturaigal/naagai_mani.md,skipped,OCR source requires reviewed corrections
katturaigal/naattu_nilayum.md,skipped,OCR source requires reviewed corrections
katturaigal/nadaga_pera.md,skipped,OCR source requires reviewed corrections
katturaigal/nadamaadum.md,skipped,OCR source requires reviewed corrections
katturaigal/nadathiselgirar.md,skipped,OCR source requires reviewed corrections
katturaigal/nadengum.md,skipped,OCR source requires reviewed corrections
katturaigal/nadigar_sanga.md,skipped,OCR source requires reviewed corrections
katturaigal/nagai_veedu.md,skipped,OCR source requires reviewed corrections
katturaigal/nagaratchi_thaerthal.md,skipped,OCR source requires reviewed corrections
katturaigal/nalla_yosanai.md,skipped,OCR source requires reviewed corrections
katturaigal/nallatchi_kanbom.md,skipped,OCR source requires reviewed corrections
katturaigal/nallathalla.md,skipped,OCR source requires reviewed corrections
katturaigal/nam_annavin.md,skipped,OCR source requires reviewed corrections
katturaigal/namaparvathi.md,skipped,OCR source requires reviewed corrections
katturaigal/namathu_asai.md,skipped,OCR source requires reviewed corrections
katturaigal/namathu_geethai.md,skipped,OCR source requires reviewed corrections
katturaigal/namathu_paathai.md,skipped,OCR source requires reviewed corrections
katturaigal/namathu_poar_paathai.md,skipped,OCR source requires reviewed corrections
katturaigal/nambikai_natch.md,skipped,OCR source requires reviewed corrections
katturaigal/namellam.md,skipped,OCR source requires reviewed corrections
katturaigal/nammai_nambatha.md,skipped,OCR source requires reviewed corrections
katturaigal/nanbargal_kaetpatharkku01.md,skipped,OCR source requires reviewed corrections
katturaigal/nanbargal_kaetpatharkku02.md,skipped,OCR source requires reviewed corrections
katturaigal/nanbargal_kaetpatharkku03.md,skipped,OCR source requires reviewed corrections
katturaigal/nanbargal_kaetpatharkku04.md,skipped,OCR source requires reviewed corrections
katturaigal/nanbargal_kaetpatharkku05.md,skipped,OCR source requires reviewed corrections
katturaigal/nandri_170357.md,skipped,OCR source requires reviewed corrections
katturaigal/nandriyum_varav.md,skipped,OCR source requires reviewed corrections
katturaigal/nangu_naatkal.md,skipped,OCR source requires reviewed corrections
katturaigal/navenna.md,skipped,OCR source requires reviewed corrections
katturaigal/neethiyum.md,skipped,OCR source requires reviewed corrections
katturaigal/ninaivil_nilaithar.md,skipped,OCR source requires reviewed corrections
katturaigal/ninaivu_nilai.md,skipped,OCR source requires reviewed corrections
katturaigal/noyaligal.md,skipped,OCR source requires reviewed corrections
katturaigal/october_15.md,skipped,OCR source requires reviewed corrections
katturaigal/oli_thanthar.md,skipped,OCR source requires reviewed corrections
katturaigal/oru_ponnedu.md,skipped,OCR source requires reviewed corrections
katturaigal/oviya_mannarukku.md,skipped,OCR source requires reviewed corrections
katturaigal/paalaivana_malar.md,skipped,OCR source requires reviewed corrections
katturaigal/paanjalasabai.md,skipped,OCR source requires reviewed corrections
katturaigal/padikkathae.md,skipped,OCR source requires reviewed corrections
katturaigal/pallakku_boomi.md,skipped,OCR source requires reviewed corrections
katturaigal/pandithar_maraivu.md,skipped,OCR source requires reviewed corrections
katturaigal/panditharukku_vaendu.md,skipped,OCR source requires reviewed corrections
katturaigal/parakkum_kuthirai.md,skipped,OCR source requires reviewed corrections
katturaigal/paranthathu.md,skipped,OCR source requires reviewed corrections
katturaigal/parasakthi.md,skipped,OCR source requires reviewed corrections
katturaigal/parattu5256.md,skipped,OCR source requires reviewed corrections
katturaigal/parattu_211056.md,skipped,OCR source requires reviewed corrections
katturaigal/parpanargalum.md,skipped,OCR source requires reviewed corrections
katturaigal/pathandugal.md,skipped,OCR source requires reviewed corrections
katturaigal/pathinainthu.md,skipped,OCR source requires reviewed corrections
katturaigal/pazhaya_agar.md,skipped,OCR source requires reviewed corrections
katturaigal/pernathath.md,skipped,OCR source requires reviewed corrections
katturaigal/perumaikuriya_para.md,skipped,OCR source requires reviewed corrections
katturaigal/perumpulavar.md,skipped,OCR source requires reviewed corrections
katturaigal/pillayin_pinam.md,skipped,OCR source requires reviewed corrections
katturaigal/pirarsothai.md,skipped,OCR source requires reviewed corrections
katturaigal/pitham_theliya.md,skipped,OCR source requires reviewed corrections
katturaigal/pon_vaathu.md,skipped,OCR source requires reviewed corrections
katturaigal/pongal_virunthu.md,skipped,OCR source requires reviewed corrections
katturaigal/poongatru.md,skipped,OCR source requires reviewed corrections
katturaigal/pothu_seyalalar.md,skipped,OCR source requires reviewed corrections
katturaigal/power_soda.md,skipped,OCR source requires reviewed corrections
katturaigal/prarthanai.md,skipped,OCR source requires reviewed corrections
katturaigal/puliyana_kathai.md,skipped,OCR source requires reviewed corrections
katturaigal/punnagai.md,skipped,OCR source requires reviewed corrections
katturaigal/puthiya_ani.md,skipped,OCR source requires reviewed corrections
katturaigal/puthuppothanai.md,skipped,OCR source requires reviewed corrections
katturaigal/puthuvali.md,skipped,OCR source requires reviewed corrections
katturaigal/puthvazhvu.md,skipped,OCR source requires reviewed corrections
katturaigal/raja_annama.md,skipped,OCR source requires reviewed corrections
katturaigal/rashya_sirikirathu.md,skipped,OCR source requires reviewed corrections
katturaigal/saeravaarum.md,skipped,OCR source requires reviewed corrections
katturaigal/samayasancheevi.md,skipped,OCR source requires reviewed corrections
katturaigal/sampath_thara.md,skipped,OCR source requires reviewed corrections
katturaigal/sarintha_samrajyam_1.md,skipped,OCR source requires reviewed corrections
katturaigal/satta_maruppum.md,skipped,OCR source requires reviewed corrections
katturaigal/savundappan.md,skipped,OCR source requires reviewed corrections
katturaigal/sengodi_nizhalilae.md,skipped,OCR source requires reviewed corrections
katturaigal/sinthanai_kalan.md,skipped,OCR source requires reviewed corrections
katturaigal/sir_cv_ramanukku.md,skipped,OCR source requires reviewed corrections
katturaigal/sir_paathro.md,skipped,OCR source requires reviewed corrections
katturaigal/sir_polish.md,skipped,OCR source requires reviewed corrections
katturaigal/sirantha_nanbar.md,skipped,OCR source requires reviewed corrections
katturaigal/sorgavasal.md,skipped,OCR source requires reviewed corrections
katturaigal/sothanayil_vetri.md,skipped,OCR source requires reviewed corrections
katturaigal/suzhalum_sak.md,skipped,OCR source requires reviewed corrections
katturaigal/tamil_muzhakkam.md,skipped,OCR source requires reviewed corrections
katturaigal/tamilan_thodu_kuri.md,skipped,OCR source requires reviewed corrections
katturaigal/tamilan_thodutha.md,skipped,OCR source requires reviewed corrections
katturaigal/thalamuthu.md,skipped,OCR source requires reviewed corrections
katturaigal/thanae_seyya.md,skipped,OCR source requires reviewed corrections
katturaigal/thanga_vayalil.md,skipped,OCR source requires reviewed corrections
katturaigal/thatha_katta.md,skipped,OCR source requires reviewed corrections
katturaigal/thayangathae.md,skipped,OCR source requires reviewed corrections
katturaigal/theera_thuyaram.md,skipped,OCR source requires reviewed corrections
katturaigal/theeviram_kolveer.md,skipped,OCR source requires reviewed corrections
katturaigal/thendran_veesattum.md,skipped,OCR source requires reviewed corrections
katturaigal/thennattu_poar.md,skipped,OCR source requires reviewed corrections
katturaigal/thiruchiyil_thooku.md,skipped,OCR source requires reviewed corrections
katturaigal/thiruvangur_thivan.md,skipped,OCR source requires reviewed corrections
katturaigal/thookumaedai_yar.md,skipped,OCR source requires reviewed corrections
katturaigal/thookumaedayil_matro.md,skipped,OCR source requires reviewed corrections
katturaigal/thozhar_daniel.md,skipped,OCR source requires reviewed corrections
katturaigal/thozhar_k.md,skipped,OCR source requires reviewed corrections
katturaigal/thozhar_mu_ka.md,skipped,OCR source requires reviewed corrections
katturaigal/thozhar_tm.md,skipped,OCR source requires reviewed corrections
katturaigal/thudaithukolga.md,skipped,OCR source requires reviewed corrections
katturaigal/thuravi.md,skipped,OCR source requires reviewed corrections
katturaigal/urchagam_vaen.md,skipped,OCR source requires reviewed corrections
katturaigal/urimai_murasoli.md,skipped,OCR source requires reviewed corrections
katturaigal/vaayai_moodi.md,skipped,OCR source requires reviewed corrections
katturaigal/vaazhkai_vizha.md,skipped,OCR source requires reviewed corrections
katturaigal/vaeguthae.md,skipped,OCR source requires reviewed corrections
katturaigal/vaendave_vaendam.md,skipped,OCR source requires reviewed corrections
katturaigal/vaendukoal1508.md,skipped,OCR source requires reviewed corrections
katturaigal/vaethalam.md,skipped,OCR source requires reviewed corrections
katturaigal/vaguppu_thuv.md,skipped,OCR source requires reviewed corrections
katturaigal/vaguppurimai_por.md,skipped,OCR source requires reviewed corrections
katturaigal/valajavil.md,skipped,OCR source requires reviewed corrections
katturaigal/vallal_marainthar.md,skipped,OCR source requires reviewed corrections
katturaigal/vanambadi_para.md,skipped,OCR source requires reviewed corrections
katturaigal/varavaerkirom.md,skipped,OCR source requires reviewed corrections
katturaigal/varunthu_311048.md,skipped,OCR source requires reviewed corrections
katturaigal/varuthukirom_190948.md,skipped,OCR source requires reviewed corrections
katturaigal/vazhakkumandrathil.md,skipped,OCR source requires reviewed corrections
katturaigal/vazhga_arivagam.md,skipped,OCR source requires reviewed corrections
katturaigal/vazhga_natarajan.md,skipped,OCR source requires reviewed corrections
katturaigal/vazhga_thindivanam.md,skipped,OCR source requires reviewed corrections
katturaigal/vazhthu_140160.md,skipped,OCR source requires reviewed corrections
katturaigal/vazhthugindrom180552.md,skipped,OCR source requires reviewed corrections
katturaigal/vazhthuhindraen.md,skipped,OCR source requires reviewed corrections
katturaigal/vazhvikkavae.md,skipped,OCR source requires reviewed corrections
katturaigal/vazhvin_latchiyam.md,skipped,OCR source requires reviewed corrections
katturaigal/vazhvu_oru.md,skipped,OCR source requires reviewed corrections
katturaigal/veerar_chidambara.md,skipped,OCR source requires reviewed corrections
katturaigal/veerar_veerarthan.md,skipped,OCR source requires reviewed corrections
katturaigal/vellai_sigappukodi.md,skipped,OCR source requires reviewed corrections
katturaigal/ventha_punnil.md,skipped,OCR source requires reviewed corrections
katturaigal/veri_vetri.md,skipped,OCR source requires reviewed corrections
katturaigal/vetkam.md,skipped,OCR source requires reviewed corrections
katturaigal/vetkama.md,skipped,OCR source requires reviewed corrections
katturaigal/vetrikalippu.md,skipped,OCR source requires reviewed corrections
katturaigal/viduthalai_veeran.md,skipped,OCR source requires reviewed corrections
katturaigal/viduthalaiyanar.md,skipped,OCR source requires reviewed corrections
katturaigal/vignana_olimun.md,skipped,OCR source requires reviewed corrections
katturaigal/vilambarachavadi.md,skipped,OCR source requires reviewed corrections
katturaigal/we_welcome.md,unchanged,already verbatim
katturaigal/yarukku_paathuk.md,skipped,OCR source requires reviewed corrections
katturaigal/yezhayaga.md,skipped,OCR source requires reviewed corrections
katturaigal/younoo.md,skipped,OCR source requires reviewed corrections
kavithaigal/CONTENTS.md,skipped,not in source map
kavithaigal/aariyamayai_potri.md,unchanged,already verbatim
kavithaigal/adithalum_anaithalum.md,unchanged,already verbatim
kavithaigal/annavin_kavithaigal.md,unchanged,already verbatim
kavithaigal/avana_ivana_arivali.md,unchanged,already verbatim
kavithaigal/congress_oozhal.md,unchanged,already verbatim
kavithaigal/devathai_poatri.md,unchanged,already verbatim
kavithaigal/enathu_karuthoattam.md,unchanged,already verbatim
kavithaigal/ethirkaala_nilamai.md,unchanged,already verbatim
kavithaigal/gandhi_panirendu.md,unchanged,already verbatim
kavithaigal/idhazh_vaazhthu.md,unchanged,already verbatim
kavithaigal/ilamayil_mudhumai.md,unchanged,already verbatim
kavithaigal/inbam_kaana.md,unchanged,already verbatim
kavithaigal/iniyana_ini_pala.md,unchanged,already verbatim
kavithaigal/ivargalai_paarungal.md,unchanged,already verbatim
kavithaigal/juvas_poatri.md,unchanged,already verbatim
kavithaigal/juvasin_kalyana_gunam.md,unchanged,already verbatim
kavithaigal/kaadudayar.md,unchanged,already verbatim
kavithaigal/kaathirunthaen.md,unchanged,already verbatim
kavithaigal/kadaisi_sinnam.md,unchanged,already verbatim
kavithaigal/kadavul_engae.md,unchanged,already verbatim
kavithaigal/kalkatha_kalakkam.md,unchanged,already verbatim
kavithaigal/karpanayur.md,unchanged,already verbatim
kavithaigal/katharin_mahimai.md,unchanged,already verbatim
kavithaigal/koabam.md,unchanged,already verbatim
kavithaigal/kochuvandhi_kummi.md,unchanged,already verbatim
kavithaigal/kolaikaaran_kotsae.md,unchanged,already verbatim
kavithaigal/kundram_pala.md,unchanged,already verbatim
kavithaigal/kurai_kaelai.md,unchanged,already verbatim
kavithaigal/malar_manam.md,unchanged,already verbatim
kavithaigal/manitha_maembadu.md,unchanged,already verbatim
kavithaigal/manithan.md,unchanged,already verbatim
kavithaigal/mootharignar.md,unchanged,already verbatim
kavithaigal/nacharavu.md,unchanged,already verbatim
kavithaigal/nadai_chithiram.md,unchanged,already verbatim
kavithaigal/nanae_thalaivan.md,unchanged,already verbatim
kavithaigal/nasukkivittal.md,unchanged,already verbatim
kavithaigal/nee_ennadi.md,unchanged,already verbatim
kavithaigal/neengal_padaitha_aezhai.md,unchanged,already verbatim
kavithaigal/niraveriyar.md,unchanged,already verbatim
kavithaigal/odin_poatri.md,unchanged,already verbatim
kavithaigal/orae_nilavu.md,unchanged,already verbatim
kavithaigal/paesugirar_aesubiran.md,unchanged,already verbatim
kavithaigal/paranthathu_oru_pura.md,unchanged,already verbatim
kavithaigal/pidipattan.md,unchanged,already verbatim
kavithaigal/poarmurasu.md,unchanged,already verbatim
kavithaigal/pongal_valthu1961.md,unchanged,already verbatim
kavithaigal/pongal_valthu1963.md,unchanged,already verbatim
kavithaigal/pongal_valthu_dnadu1963.md,unchanged,already verbatim
kavithaigal/porkalam_kaana.md,unchanged,already verbatim
kavithaigal/pubthiyilla_ulagam.md,unchanged,already verbatim
kavithaigal/punniya_naadu.md,unchanged,already verbatim
